timeStamp,elapsed,success,failureMessage,Latency,Connect
1553635354811,1419,true,,1248,1165
1553635354383,1857,true,,478,353
1553635354811,1431,true,,1272,1169
1553635354374,1886,true,,460,347
1553635354814,1452,true,,677,615
1553635353813,2460,true,,405,267
1553635354720,1575,true,,1387,1313
1553635354125,2173,true,,2073,780
1553635354410,1892,true,,1634,1556
1553635354125,2183,true,,2079,1909
1553635354124,2198,true,,2088,786
1553635354813,1528,true,,1249,1165
1553635354271,2071,true,,658,418
1553635353772,2573,true,,1967,570
1553635354722,1633,true,,1339,1255
1553635354380,1979,true,,462,344
1553635354719,1643,true,,1366,1267
1553635354713,1652,true,,1379,1275
1553635353479,2890,true,,923,159
1553635354273,2115,true,,616,439
1553635354812,1584,true,,1297,1222
1553635354385,2014,true,,1194,339
1553635354260,2145,true,,611,432
1553635354124,2286,true,,2092,785
1553635354812,1609,true,,1240,1166
1553635354346,2097,true,,484,375
1553635353610,2838,true,,1813,281
1553635354131,2337,true,,2142,789
1553635353822,2659,true,,402,258
1553635354396,2093,true,,1872,514
1553635354381,2110,true,,1905,530
1553635354134,2363,true,,2168,2057
1553635354248,2251,true,,2063,1939
1553635354720,1785,true,,839,719
1553635354126,2403,true,,2090,784
1553635354092,2438,true,,802,652
1553635354396,2134,true,,2032,1945
1553635354380,2157,true,,1710,1611
1553635354396,2149,true,,1830,514
1553635354556,1989,true,,881,754
1553635354436,2118,true,,1336,1022
1553635354098,2462,true,,2147,820
1553635353815,2748,true,,604,266
1553635354443,2124,true,,1581,1498
1553635354723,1853,true,,1667,1537
1553635354269,2322,true,,541,427
1553635354430,2163,true,,402,302
1553635354723,1871,true,,1331,1254
1553635354378,2218,true,,510,351
1553635354397,2202,true,,2113,1928
1553635354433,2180,true,,1997,480
1553635354405,2208,true,,2124,1338
1553635354432,2183,true,,2000,479
1553635354075,2542,true,,2155,1537
1553635353550,3068,true,,2506,2350
1553635354251,2368,true,,678,428
1553635354717,1903,true,,1650,1543
1553635353764,2857,true,,2598,2464
1553635354101,2520,true,,2132,1515
1553635354129,2493,true,,2137,793
1553635354080,2542,true,,1820,843
1553635354721,1964,true,,873,741
1553635354947,1738,true,,766,537
1553635354722,1977,true,,1329,1255
1553635354381,2333,true,,461,343
1553635354717,2006,true,,1737,1543
1553635354130,2614,true,,1723,758
1553635354248,2498,true,,1370,426
1553635353615,3136,true,,624,479
1553635354130,2634,true,,1581,793
1553635353514,3250,true,,1724,198
1553635354719,2060,true,,1778,1586
1553635354382,2398,true,,504,349
1553635353763,3017,true,,2170,257
1553635353763,3018,true,,1971,521
1553635354387,2396,true,,500,346
1553635353830,2958,true,,2577,1093
1553635354081,2709,true,,1555,1348
1553635353808,2989,true,,368,233
1553635354263,2536,true,,1959,443
1553635354128,2673,true,,1769,795
1553635354140,2663,true,,2043,1355
1553635354066,2740,true,,1751,839
1553635354100,2717,true,,2472,2160
1553635354265,2552,true,,1368,672
1553635354386,2449,true,,463,358
1553635353921,2918,true,,534,332
1553635354208,2649,true,,2056,1285
1553635353775,3086,true,,420,264
1553635353762,3099,true,,430,292
1553635354396,2465,true,,1696,1593
1553635354135,2726,true,,2207,1323
1553635354717,2146,true,,885,748
1553635353606,3296,true,,2702,2603
1553635354266,2638,true,,2055,418
1553635354385,2529,true,,483,354
1553635353527,3387,true,,2869,2659
1553635354094,2820,true,,2305,2201
1553635354394,2520,true,,2360,2231
1553635354437,2481,true,,2060,486
1553635354037,2888,true,,2674,2559
1553635354036,2891,true,,2676,2560
1553635354946,1993,true,,703,539
1553635354380,2561,true,,484,344
1553635353764,3179,true,,2857,256
1553635354077,2889,true,,1398,399
1553635354717,2249,true,,936,768
1553635353810,3188,true,,2728,2624
1553635354101,2898,true,,1994,1792
1553635353584,3417,true,,2815,2712
1553635354815,2189,true,,764,642
1553635354130,2880,true,,1732,1628
1553635354728,2282,true,,2052,1966
1553635354726,2284,true,,1893,1811
1553635354085,2927,true,,1868,825
1553635354237,2788,true,,2662,2580
1553635354717,2310,true,,914,767
1553635354724,2305,true,,2018,1886
1553635354272,2758,true,,608,440
1553635354726,2305,true,,2077,1996
1553635354720,2358,true,,866,738
1553635354819,2262,true,,764,639
1553635353620,3477,true,,1212,1123
1553635353611,3489,true,,404,283
1553635353604,3498,true,,3178,2403
1553635353776,3326,true,,1565,912
1553635354397,2710,true,,1837,515
1553635354429,2679,true,,437,305
1553635354396,2714,true,,2620,1949
1553635353536,3580,true,,2835,2722
1553635354270,2883,true,,1715,686
1553635353609,3551,true,,2246,1267
1553635354270,2891,true,,656,415
1553635354384,2777,true,,473,346
1553635354089,3076,true,,2500,2394
1553635354101,3067,true,,2139,1517
1553635354718,2458,true,,911,750
1553635354718,2460,true,,2200,752
1553635353589,3589,true,,450,302
1553635354723,2486,true,,2023,1887
1553635354139,3078,true,,2123,1948
1553635354807,2413,true,,1757,1660
1553635354721,2506,true,,2114,1259
1553635354388,2843,true,,2700,1969
1553635354808,2434,true,,1963,1811
1553635354270,2973,true,,2657,1789
1553635354270,2973,true,,2669,1791
1553635353526,3804,true,,225,165
1553635354122,3211,true,,2110,792
1553635353806,3527,true,,437,248
1553635354100,3245,true,,2100,805
1553635353515,3830,true,,258,182
1553635354376,2974,true,,486,346
1553635354809,2542,true,,1933,1799
1553635354829,2529,true,,785,641
1553635354123,3237,true,,2119,790
1553635354738,2623,true,,2059,1971
1553635354425,2941,true,,1565,1501
1553635353618,3748,true,,616,469
1553635354723,2650,true,,2016,1891
1553635354233,3149,true,,1747,1662
1553635354209,3183,true,,2072,1282
1553635354432,2960,true,,1310,1007
1553635353918,3475,true,,2423,2290
1553635354379,3015,true,,2531,2457
1553635354814,2585,true,,774,645
1553635354976,2424,true,,666,499
1553635354807,2594,true,,1944,1816
1553635354133,3277,true,,1900,1572
1553635354429,2982,true,,2658,485
1553635353814,3598,true,,3194,672
1553635353612,3801,true,,330,243
1553635354243,3175,true,,2778,2562
1553635353592,3827,true,,3333,2646
1553635354069,3351,true,,2634,2524
1553635354396,3030,true,,2620,2547
1553635354720,2706,true,,1168,744
1553635354815,2611,true,,753,636
1553635354722,2761,true,,915,740
1553635354236,3254,true,,3149,2953
1553635354704,2801,true,,2508,2408
1553635354826,2684,true,,811,643
1553635354084,3427,true,,2630,2515
1553635354821,2769,true,,2405,640
1553635353922,3692,true,,2840,316
1553635354827,2788,true,,2412,637
1553635354396,3231,true,,2629,2570
1553635354820,2809,true,,2530,644
1553635354817,2814,true,,810,645
1553635354719,2913,true,,858,740
1553635354062,3570,true,,462,382
1553635354063,3583,true,,2668,2544
1553635354809,2837,true,,1962,1809
1553635354703,3002,true,,2514,2416
1553635354718,3003,true,,2635,750
1553635354103,3651,true,,3377,3248
1553635353920,3836,true,,2388,2280
1553635353596,4163,true,,3135,2739
1553635354103,3666,true,,3380,3249
1553635354433,3336,true,,2064,490
1553635354113,3665,true,,3579,3375
1553635354718,3062,true,,917,752
1553635354720,3060,true,,913,743
1553635354111,3699,true,,3617,3516
1553635354110,3700,true,,3618,3516
1553635354104,3714,true,,3319,3246
1553635354821,2998,true,,768,642
1553635354427,3392,true,,2734,2658
1553635354083,3738,true,,2654,2524
1553635354105,3720,true,,3639,3538
1553635354827,3032,true,,2844,2603
1553635353618,4245,true,,2306,1087
1553635354827,3038,true,,2855,2593
1553635354821,3050,true,,2878,2609
1553635354831,3040,true,,2845,2594
1553635354103,3783,true,,3677,3583
1553635354718,3170,true,,2782,757
1553635354232,3665,true,,570,456
1553635354716,3206,true,,2925,2704
1553635354110,3823,true,,3623,3517
1553635354718,3216,true,,2928,2701
1553635354832,3110,true,,2822,2587
1553635354716,3233,true,,2939,2704
1553635354950,3014,true,,2832,2746
1553635354832,3153,true,,2855,2592
1553635354811,3176,true,,1935,1810
1553635354839,3148,true,,2946,2857
1553635353471,4550,true,,245,162
1553635354710,3316,true,,3079,2991
1553635354949,3078,true,,2839,2752
1553635354829,3202,true,,1559,1431
1553635354408,3631,true,,3517,3400
1553635354080,3969,true,,2148,830
1553635354723,3340,true,,1996,1880
1553635354406,3659,true,,3532,3404
1553635354709,3374,true,,3156,3048
1553635354711,3378,true,,3168,3058
1553635354248,3844,true,,487,385
1553635354831,3261,true,,3042,2926
1553635354708,3389,true,,3070,2982
1553635353534,4564,true,,2761,1378
1553635354833,3267,true,,3048,2930
1553635354241,3883,true,,2646,2564
1553635354409,3754,true,,3525,3401
1553635354737,3440,true,,1536,1421
1553635354946,3233,true,,2933,2820
1553635354715,3466,true,,3265,3150
1553635354105,4086,true,,4041,3921
1553635354232,3960,true,,647,458
1553635354739,3453,true,,2068,1994
1553635354126,4073,true,,3571,788
1553635354834,3379,true,,3153,3031
1553635354809,3407,true,,1962,1883
1553635354716,3513,true,,3273,3155
1553635353808,4430,true,,3343,1115
1553635354707,3534,true,,2701,2468
1553635354712,3529,true,,3086,2989
1553635354443,3808,true,,2569,2122
1553635354397,3868,true,,1831,514
1553635354102,4193,true,,2529,2017
1553635354716,3580,true,,3274,3155
1553635354105,4193,true,,3320,3245
1553635354131,4167,true,,2107,779
1553635354809,3492,true,,1992,1911
1553635354840,3462,true,,3396,3337
1553635354395,3912,true,,1886,514
1553635354821,3528,true,,2923,2599
1553635354879,3512,true,,3378,3311
1553635354898,3495,true,,3389,3305
1553635354855,3538,true,,3388,3325
1553635354441,3953,true,,3847,3763
1553635354897,3498,true,,3399,3323
1553635354105,4290,true,,3324,3245
1553635354131,4266,true,,2981,2812
1553635354982,3436,true,,3380,3266
1553635354082,4387,true,,738,607
1553635354900,3571,true,,3395,3320
1553635353764,4707,true,,462,307
1553635354950,3521,true,,2821,2741
1553635354901,3571,true,,3386,3306
1553635354441,4031,true,,3847,3763
1553635354379,4094,true,,2531,2458
1553635354245,4229,true,,3699,2560
1553635353539,4963,true,,2592,2063
1553635354714,3806,true,,3145,3040
1553635354983,3540,true,,3389,3267
1553635354401,4124,true,,3593,3407
1553635354834,3693,true,,3026,2922
1553635354833,3694,true,,2813,2586
1553635354381,4165,true,,3702,527
1553635354898,3648,true,,3414,3336
1553635354110,4449,true,,3782,3659
1553635354208,4368,true,,1684,1285
1553635355014,3565,true,,3486,3399
1553635354981,3623,true,,3397,3267
1553635354948,3656,true,,2948,2820
1553635353598,5014,true,,428,340
1553635354240,4378,true,,2663,2575
1553635354140,4482,true,,3493,1437
1553635354108,4529,true,,3613,3507
1553635355012,3626,true,,3544,3415
1553635355006,3634,true,,3546,3421
1553635353760,4880,true,,1860,1710
1553635354950,3705,true,,2834,2749
1553635354948,3719,true,,2830,2742
1553635354992,3691,true,,3608,3435
1553635354985,3700,true,,3613,3487
1553635354111,4578,true,,3677,3400
1553635354984,3709,true,,3483,3410
1553635355018,3679,true,,3451,3375
1553635353469,5232,true,,227,151
1553635354101,4602,true,,2596,2480
1553635354432,4275,true,,2369,499
1553635355018,3690,true,,3450,3377
1553635354829,3882,true,,2530,643
1553635355017,3698,true,,3454,3376
1553635354863,3854,true,,3385,3317
1553635354989,3729,true,,3611,3484
1553635353518,5201,true,,243,178
1553635354103,4620,true,,3326,3247
1553635354983,3741,true,,3611,3489
1553635355006,3720,true,,3592,3467
1553635354985,3748,true,,3694,3487
1553635353918,4822,true,,1835,355
1553635354723,4017,true,,2012,1885
1553635355001,3741,true,,3544,3426
1553635355007,3735,true,,3523,3413
1553635354901,3843,true,,3385,3310
1553635354103,4652,true,,3321,3247
1553635354950,3805,true,,2834,2747
1553635354986,3777,true,,3730,3488
1553635354128,4635,true,,2886,751
1553635354994,3797,true,,3531,3432
1553635354989,3804,true,,3738,3484
1553635353620,5192,true,,3394,256
1553635354828,3989,true,,3776,642
1553635354831,3989,true,,2844,2589
1553635354989,3831,true,,3575,3483
1553635353919,4903,true,,3591,3338
1553635354102,4725,true,,2162,816
1553635354713,4114,true,,3519,3451
1553635354987,3842,true,,3581,3485
1553635354838,3993,true,,3085,2928
1553635354984,3865,true,,3595,3487
1553635355011,3845,true,,3780,3714
1553635354990,3873,true,,3801,3731
1553635354835,4033,true,,3032,2922
1553635354072,4803,true,,2942,824
1553635354711,4169,true,,3253,3152
1553635354396,4486,true,,4072,3997
1553635353593,5292,true,,576,348
1553635354706,4180,true,,3526,3465
1553635354406,4488,true,,2614,1939
1553635354113,4789,true,,3604,3502
1553635354897,4005,true,,3363,3295
1553635354899,4018,true,,3376,3306
1553635354846,4071,true,,3407,3346
1553635354986,3933,true,,3881,3805
1553635354858,4062,true,,3392,3327
1553635355014,3907,true,,3461,3392
1553635355016,3911,true,,3470,3402
1553635354102,4829,true,,4130,3488
1553635354723,4224,true,,3322,1881
1553635354836,4114,true,,3129,3028
1553635354829,4121,true,,2596,647
1553635355012,3940,true,,3829,3744
1553635354983,3969,true,,3765,3713
1553635354808,4146,true,,1938,1814
1553635354811,4158,true,,1170,1086
1553635354983,3993,true,,3738,3488
1553635354410,4571,true,,4331,4279
1553635354717,4264,true,,2959,2707
1553635354395,4590,true,,3468,2955
1553635354115,4908,true,,4192,3397
1553635354104,4921,true,,4520,3246
1553635354726,4303,true,,1872,1771
1553635353889,5141,true,,4169,365
1553635354739,4295,true,,1858,1758
1553635354807,4235,true,,1944,1807
1553635354856,4187,true,,3929,3860
1553635354833,4220,true,,3902,2923
1553635355004,4068,true,,3590,3470
1553635354831,4241,true,,3906,2926
1553635354888,4187,true,,3997,3934
1553635355007,4098,true,,3502,3405
1553635355018,4087,true,,3484,3388
1553635354728,4378,true,,1870,1769
1553635355016,4096,true,,3491,3381
1553635354881,4231,true,,3384,3310
1553635354988,4138,true,,3598,3486
1553635354885,4241,true,,3375,3307
1553635355013,4115,true,,3480,3391
1553635355014,4127,true,,3470,3391
1553635354988,4160,true,,3526,3424
1553635354112,5038,true,,3589,3393
1553635354380,4771,true,,4271,3255
1553635355015,4140,true,,3494,3403
1553635354441,4717,true,,3844,3762
1553635355013,4147,true,,3463,3399
1553635354442,4719,true,,4383,4306
1553635355017,4151,true,,3948,3866
1553635353762,5412,true,,5106,5029
1553635354980,4194,true,,4054,3261
1553635355014,4165,true,,3492,3391
1553635355015,4171,true,,3499,3397
1553635355015,4171,true,,3501,3378
1553635355018,4168,true,,4064,3388
1553635354838,4350,true,,2948,2861
1553635355016,4190,true,,3480,3394
1553635354109,5099,true,,3690,3601
1553635355017,4197,true,,3462,3395
1553635354397,4818,true,,4119,4009
1553635355017,4201,true,,3476,3381
1553635354985,4234,true,,4087,3282
1553635354401,4822,true,,4074,3998
1553635354985,4238,true,,3599,3487
1553635354835,4394,true,,3026,2921
1553635354830,4403,true,,3999,2590
1553635354899,4334,true,,3983,3913
1553635354068,5184,true,,4860,2525
1553635354950,4310,true,,2842,2751
1553635354983,4283,true,,3490,3410
1553635354809,4463,true,,4108,3993
1553635354983,4295,true,,3487,3409
1553635354984,4294,true,,3486,3408
1553635354449,4848,true,,3818,3741
1553635354717,4588,true,,3175,3054
1553635355016,4293,true,,3464,3382
1553635354820,4490,true,,809,643
1553635354108,5215,true,,4072,3399
1553635354810,4528,true,,1173,1096
1553635354840,4499,true,,3762,2861
1553635354110,5230,true,,3600,3397
1553635354835,4506,true,,3070,2934
1553635354993,4355,true,,4222,4117
1553635354695,4659,true,,4375,4321
1553635355014,4344,true,,3967,3905
1553635354947,4429,true,,2688,538
1553635354984,4400,true,,3598,3486
1553635354104,5286,true,,3701,3517
1553635354950,4440,true,,2840,2751
1553635354138,5254,true,,2659,1445
1553635354723,4679,true,,1331,1252
1553635354716,4688,true,,3045,2704
1553635355005,4401,true,,4218,4065
1553635355005,4403,true,,4218,4066
1553635355005,4403,true,,4121,4072
1553635354112,5301,true,,4204,3398
1553635353602,5811,true,,5610,5042
1553635354235,5194,true,,4889,4821
1553635354725,4704,true,,2092,2018
1553635354397,5038,true,,3393,2530
1553635354231,5211,true,,4893,4825
1553635354725,4720,true,,2078,1995
1553635354103,5346,true,,3660,3555
1553635354232,5224,true,,4889,4823
1553635354989,4473,true,,3588,3484
1553635354442,5032,true,,4791,4684
1553635354208,5267,true,,2982,1279
1553635354983,4511,true,,3596,3487
1553635353590,5905,true,,2493,2334
1553635354397,5104,true,,3530,3408
1553635355015,4487,true,,3485,3383
1553635353613,5901,true,,298,237
1553635355017,4506,true,,3469,3383
1553635354441,5097,true,,3844,3762
1553635355004,4535,true,,3707,3467
1553635354111,5431,true,,4680,3379
1553635354439,5104,true,,3848,3765
1553635354986,4566,true,,4448,4396
1553635354825,4741,true,,795,646
1553635353521,6047,true,,223,167
1553635355015,4559,true,,3469,3391
1553635354884,4697,true,,4005,3938
1553635354838,4749,true,,2961,2864
1553635354448,5139,true,,3819,3743
1553635354431,5158,true,,1312,1012
1553635355017,4577,true,,4268,4171
1553635354840,4763,true,,3901,3847
1553635354102,5505,true,,4792,3389
1553635355017,4603,true,,3458,3381
1553635354442,5180,true,,3832,3748
1553635355013,4614,true,,3955,3892
1553635354989,4645,true,,4479,4391
1553635354898,4744,true,,3382,3305
1553635354431,5216,true,,4999,4951
1553635354883,4772,true,,4012,3957
1553635355004,4658,true,,4471,4378
1553635354995,4667,true,,4420,4372
1553635355017,4645,true,,3453,3374
1553635354991,4691,true,,4424,4375
1553635354881,4801,true,,4014,3959
1553635355013,4679,true,,3970,3907
1553635354889,4818,true,,4562,3857
1553635354988,4725,true,,3580,3485
1553635354990,4724,true,,4490,4402
1553635354807,4908,true,,4650,4512
1553635354837,4883,true,,4576,2932
1553635354397,5323,true,,4566,4423
1553635354451,5269,true,,4444,4389
1553635354882,4838,true,,4001,3930
1553635355016,4706,true,,3495,3384
1553635354715,5007,true,,3237,3143
1553635354441,5285,true,,5111,3763
1553635354951,4781,true,,2848,2750
1553635354987,4759,true,,4471,4379
1553635353923,5833,true,,5623,315
1553635355018,4750,true,,3481,3392
1553635354034,5735,true,,4186,2565
1553635354984,4837,true,,4554,4495
1553635354807,5035,true,,1955,1812
1553635354839,5010,true,,2970,2863
1553635355014,4844,true,,3521,3404
1553635354387,5478,true,,3025,518
1553635354725,5145,true,,4771,4623
1553635354450,5434,true,,4098,3741
1553635354809,5079,true,,1911,1793
1553635355012,4879,true,,4597,3922
1553635355014,4878,true,,4594,3922
1553635354250,5644,true,,477,378
1553635354141,5785,true,,5570,1508
1553635354998,4941,true,,3591,3476
1553635354830,5151,true,,1440,654
1553635354721,5262,true,,5048,4916
1553635354111,5874,true,,5081,3393
1553635354838,5167,true,,3082,2952
1553635354996,5011,true,,4767,4052
1553635354833,5194,true,,2838,2587
1553635354839,5191,true,,4940,4893
1553635354808,5229,true,,1954,1811
1553635354983,5069,true,,4841,4786
1553635354948,5131,true,,4817,4772
1553635354723,5369,true,,2021,1887
1553635354984,5113,true,,4866,4809
1553635354717,5449,true,,914,753
1553635354830,5395,true,,5114,4983
1553635354811,5431,true,,1931,1799
1553635354712,5531,true,,5243,5199
1553635354823,5452,true,,5312,2659
1553635354949,5332,true,,5013,4967
1553635354716,5569,true,,5237,5100
1553635354837,5449,true,,5123,5073
1553635354841,5493,true,,5395,5339
1553635354716,5625,true,,5246,5199
1553635354986,5362,true,,4624,3487
1553635354355,6023,true,,5934,5889
1553635354362,6017,true,,5926,5883
1553635354378,6006,true,,5909,5858
1553635354372,6019,true,,5918,5872
1553635354366,6027,true,,5927,5878
1553635354903,5496,true,,5402,5349
1553635354901,5555,true,,5455,5387
1553635354346,6163,true,,5990,5922
1553635354903,5617,true,,5451,5386
1553635354999,5526,true,,5402,5350
1553635355001,5524,true,,5404,5357
1553635354831,5695,true,,2974,2589
1553635354904,5624,true,,5447,5371
1553635354109,6437,true,,3677,3391
1553635355006,5548,true,,5409,5353
1553635355006,5555,true,,5412,5359
1553635355010,5557,true,,5411,5353
1553635354997,5571,true,,5419,5362
1553635354989,5580,true,,5429,5372
1553635354988,5582,true,,5423,5372
1553635354903,5670,true,,5452,5387
1553635355003,5588,true,,5458,5380
1553635354996,5600,true,,5465,5371
1553635355005,5646,true,,5447,5387
1553635354904,5747,true,,5456,5383
1553635355003,5652,true,,5465,5394
1553635355001,5682,true,,5401,5352
1553635354994,5712,true,,5467,5388
1553635354990,5718,true,,5433,5373
1553635355007,5718,true,,5451,5371
1553635355002,5727,true,,5438,5381
1553635355001,5747,true,,5451,5390
1553635354993,5765,true,,5430,5370
1553635355004,5754,true,,5459,5380
1553635354992,5766,true,,5433,5371
1553635355002,5784,true,,5455,5369
1553635354948,5864,true,,5071,5022
1553635354833,6061,true,,3094,2935
1553635354209,6708,true,,1537,1395
1553635354807,6140,true,,1912,1793
1553635354831,6118,true,,5985,5935
1553635354840,6115,true,,5997,5954
1553635354904,6092,true,,5453,5377
1553635354904,6095,true,,5457,5385
1553635354948,6082,true,,5922,5881
1553635354909,6129,true,,5450,5381
1553635355005,6036,true,,5886,5348
