timeStamp,elapsed,success,failureMessage,Latency,Connect
1553635381400,406,true,,364,321
1553635381596,222,true,,170,127
1553635381602,260,true,,192,140
1553635381598,266,true,,202,153
1553635381596,395,true,,185,139
1553635381598,397,true,,193,139
1553635381610,386,true,,194,150
1553635381599,466,true,,323,181
1553635381608,462,true,,324,191
1553635381612,460,true,,324,180
1553635381610,473,true,,206,151
1553635381609,580,true,,333,197
1553635381620,596,true,,295,173
1553635381609,674,true,,315,186
1553635381617,688,true,,329,187
1553635381610,837,true,,332,196
1553635381611,932,true,,295,151
1553635381622,955,true,,380,227
1553635381618,971,true,,342,196
1553635381613,990,true,,387,155
1553635381614,1048,true,,309,157
1553635381601,1072,true,,425,159
1553635381594,1087,true,,327,197
1553635381609,1076,true,,408,159
1553635381457,1236,true,,1087,987
1553635381611,1083,true,,239,149
1553635381614,1080,true,,280,179
1553635381636,1066,true,,1065,684
1553635381458,1253,true,,1172,1097
1553635381479,1234,true,,1159,1075
1553635381632,1086,true,,1016,912
1553635381477,1246,true,,1209,1106
1553635381594,1129,true,,196,141
1553635381949,781,true,,740,645
1553635381835,897,true,,854,763
1553635381625,1108,true,,987,328
1553635381631,1122,true,,1121,690
1553635381594,1164,true,,221,167
1553635381610,1176,true,,300,168
1553635381594,1221,true,,1220,681
1553635381619,1198,true,,1198,383
1553635381608,1211,true,,393,159
1553635381611,1211,true,,325,169
1553635382086,762,true,,616,522
1553635381622,1229,true,,994,918
1553635381630,1222,true,,1174,365
1553635381634,1237,true,,954,334
1553635381599,1315,true,,191,141
1553635382085,848,true,,763,617
1553635381561,1394,true,,1291,1133
1553635381449,1507,true,,1410,1254
1553635381603,1366,true,,195,146
1553635381844,1288,true,,1154,967
1553635381602,1543,true,,415,158
1553635381608,1594,true,,247,152
1553635382075,1132,true,,1131,646
1553635381597,1612,true,,1011,624
1553635382105,1104,true,,1103,800
1553635382059,1151,true,,1151,662
1553635382059,1151,true,,1151,665
1553635382073,1138,true,,847,648
1553635382081,1132,true,,831,633
1553635382069,1145,true,,844,652
1553635382075,1139,true,,837,640
1553635381616,1602,true,,1204,659
1553635381930,1294,true,,1094,884
1553635382078,1151,true,,841,640
1553635382081,1148,true,,833,637
1553635381630,1870,true,,1295,1151
1553635381611,2472,true,,1358,1190
1553635381595,2599,true,,202,144
1553635381587,5314,true,,1436,1261
1553635382074,8250,true,,847,658
1553635381593,21242,false,,0,21242
1553635381562,21366,false,,0,21366
1553635381464,21464,false,,0,21464
1553635381440,21488,false,,0,21488
1553635381480,21448,false,,0,21448
1553635381433,21496,false,,0,21496
1553635381460,21469,false,,0,21469
1553635381440,21489,false,,0,21489
1553635381450,21478,false,,0,21478
1553635381583,21344,false,,0,21344
1553635381561,21367,false,,0,21367
1553635381456,21471,false,,0,21471
1553635381449,21480,false,,0,21480
1553635381575,21357,false,,0,21357
1553635381463,21472,false,,0,21472
1553635381844,21091,false,,0,21091
1553635381561,21375,false,,0,21375
1553635381840,21097,false,,0,21097
1553635381460,21478,false,,0,21478
1553635381561,21378,false,,0,21378
1553635381844,21095,false,,0,21095
1553635381436,21503,false,,0,21503
1553635381479,21448,false,,0,21448
1553635381450,21494,false,,0,21493
1553635381460,21485,false,,0,21485
1553635381476,21471,false,,0,21471
1553635381439,21508,false,,0,21508
1553635381480,21467,false,,0,21467
1553635381458,21489,false,,0,21489
1553635381452,21495,false,,0,21495
1553635381460,21488,false,,0,21488
1553635381844,21104,false,,0,21104
1553635381456,21492,false,,0,21492
1553635381440,21508,false,,0,21508
1553635381439,21510,false,,0,21510
1553635381432,21518,false,,0,21518
1553635381453,21498,false,,0,21498
1553635381469,21484,false,,0,21484
1553635381432,21521,false,,0,21521
1553635381844,21110,false,,0,21110
1553635381933,21017,false,,0,21017
1553635381464,21491,false,,0,21491
1553635381466,21489,false,,0,21489
1553635381458,21480,false,,0,21480
1553635381479,21459,false,,0,21459
1553635381835,21116,false,,0,21116
1553635381441,21512,false,,0,21512
1553635382971,21001,false,,0,21001
1553635382968,21006,false,,0,21006
1553635382966,21017,false,,0,21017
1553635382967,21016,false,,0,21016
1553635382968,21015,false,,0,21015
1553635382927,21056,false,,0,21056
1553635382234,21749,false,,0,21749
1553635382236,21748,false,,0,21748
1553635382238,21746,false,,0,21746
1553635382239,21746,false,,0,21746
1553635382232,21753,false,,0,21753
1553635382198,21788,false,,0,21788
1553635382173,21815,false,,0,21815
1553635382238,21750,false,,0,21750
1553635382191,21797,false,,0,21797
1553635382228,21761,false,,0,21761
1553635382194,21796,false,,0,21796
1553635382174,21816,false,,0,21815
1553635382234,21759,false,,0,21759
1553635382192,21801,false,,0,21801
1553635382181,21812,false,,0,21812
1553635382173,21822,false,,0,21822
1553635382193,21802,false,,0,21802
1553635382994,21002,false,,0,21002
1553635382992,21003,false,,0,21003
1553635382178,21818,false,,0,21818
1553635382191,21805,false,,0,21805
1553635382187,21810,false,,0,21810
1553635382225,21772,false,,0,21772
1553635382180,21817,false,,0,21817
1553635382237,21763,false,,0,21763
1553635382174,21826,false,,0,21826
1553635382235,21767,false,,0,21767
1553635382192,21810,false,,0,21810
1553635383000,21002,false,,0,21002
1553635382240,21762,false,,0,21761
1553635382182,21820,false,,0,21820
1553635383001,21002,false,,0,21002
1553635382191,21814,false,,0,21814
1553635382175,21826,false,,0,21826
1553635383006,21000,false,,0,20999
1553635383005,21001,false,,0,21001
1553635382180,21828,false,,0,21828
1553635383005,21004,false,,0,21004
1553635382171,21840,false,,0,21840
1553635382227,21784,false,,0,21784
1553635382174,21839,false,,0,21839
1553635382174,21839,false,,0,21839
1553635382197,21821,false,,0,21821
1553635383018,21001,false,,0,21001
1553635383019,21000,false,,0,21000
1553635383017,21003,false,,0,21003
1553635383019,21002,false,,0,21001
1553635383020,21001,false,,0,21001
1553635383018,21003,false,,0,21003
1553635383021,21000,false,,0,21000
1553635383020,21002,false,,0,21002
1553635383021,21001,false,,0,21001
1553635383022,21001,false,,0,21001
1553635383022,21002,false,,0,21002
1553635383023,21000,false,,0,21000
1553635383023,21001,false,,0,21001
1553635383023,21001,false,,0,21001
1553635383023,21001,false,,0,21001
1553635383024,21000,false,,0,21000
1553635382190,21835,false,,0,21835
1553635382173,21852,false,,0,21852
1553635382174,21853,false,,0,21853
1553635382194,21833,false,,0,21833
1553635382192,21836,false,,0,21836
1553635382172,21858,false,,0,21858
1553635382179,21851,false,,0,21851
1553635382175,21855,false,,0,21855
1553635382232,21798,false,,0,21798
1553635382226,21806,false,,0,21806
1553635382174,21858,false,,0,21858
1553635382175,21859,false,,0,21859
1553635382191,21843,false,,0,21843
1553635382180,21854,false,,0,21854
1553635382171,21863,false,,0,21863
1553635382193,21841,false,,0,21841
1553635382192,21844,false,,0,21844
1553635382180,21857,false,,0,21857
1553635382169,21868,false,,0,21868
1553635382176,21862,false,,0,21862
1553635382173,21865,false,,0,21865
1553635382193,21845,false,,0,21845
1553635382228,21812,false,,0,21811
1553635382174,21866,false,,0,21866
1553635382224,21818,false,,0,21818
1553635382226,21816,false,,0,21816
1553635382173,21869,false,,0,21869
1553635382196,21848,false,,0,21848
1553635382196,21849,false,,0,21849
1553635382192,21853,false,,0,21853
1553635382181,21865,false,,0,21865
1553635382188,21857,false,,0,21857
1553635382192,21853,false,,0,21853
1553635382192,21853,false,,0,21853
1553635382180,21867,false,,0,21867
1553635382179,21868,false,,0,21868
1553635382176,21871,false,,0,21871
1553635382172,21877,false,,0,21877
1553635382173,21876,false,,0,21876
1553635382174,21875,false,,0,21875
1553635382175,21876,false,,0,21876
1553635382174,21877,false,,0,21877
1553635382108,21944,false,,0,21944
1553635382107,21945,false,,0,21945
1553635382108,21946,false,,0,21946
1553635382016,22038,false,,0,22038
1553635382108,21946,false,,0,21946
1553635381832,22226,false,,0,22226
1553635381832,22227,false,,0,22227
1553635381833,22227,false,,0,22227
1553635381959,22101,false,,0,22101
1553635381833,22227,false,,0,22227
1553635381998,22062,false,,0,22062
1553635381832,22230,false,,0,22230
1553635381943,22119,false,,0,22119
1553635381998,22064,false,,0,22064
1553635381833,22233,false,,0,22233
1553635381962,22104,false,,0,22104
1553635382016,22052,false,,0,22052
1553635382002,22066,false,,0,22066
1553635381832,22236,false,,0,22236
1553635381832,22238,false,,0,22238
1553635381834,22236,false,,0,22236
1553635381944,22127,false,,0,22127
1553635381834,22239,false,,0,22239
1553635381428,22645,false,,0,22645
1553635382001,22072,false,,0,22072
1553635382016,22057,false,,0,22057
1553635381944,22130,false,,0,22130
1553635381955,22119,false,,0,22119
1553635382003,22073,false,,0,22073
1553635381945,22131,false,,0,22131
1553635381832,22244,false,,0,22244
1553635381591,22486,false,,0,22486
1553635381998,22080,false,,0,22080
1553635381998,22080,false,,0,22080
1553635381840,22237,false,,0,22237
1553635381996,22084,false,,0,22083
1553635381965,22115,false,,0,22115
1553635382003,22077,false,,0,22077
1553635381931,22150,false,,0,22150
1553635381840,22241,false,,0,22241
1553635381833,22248,false,,0,22248
1553635381998,22084,false,,0,22084
1553635381833,22250,false,,0,22250
1553635382003,22080,false,,0,22080
1553635381834,22251,false,,0,22251
1553635382003,22082,false,,0,22082
1553635383155,21000,false,,0,21000
1553635383154,21001,false,,0,21001
1553635383156,21000,false,,0,21000
1553635383156,21000,false,,0,21000
1553635383155,21001,false,,0,21001
1553635383155,21001,false,,0,21001
1553635383156,21000,false,,0,21000
1553635383157,20999,false,,0,20999
1553635383156,21000,false,,0,21000
1553635383157,20999,false,,0,20999
1553635383156,21001,false,,0,21001
1553635383157,21000,false,,0,21000
1553635383157,21000,false,,0,21000
1553635383157,21000,false,,0,21000
1553635383156,21001,false,,0,21001
1553635383154,21003,false,,0,21003
1553635383156,21001,false,,0,21001
1553635383155,21002,false,,0,21002
1553635383156,21002,false,,0,21002
1553635383155,21003,false,,0,21003
1553635383158,21000,false,,0,21000
1553635383157,21001,false,,0,21001
1553635383158,21000,false,,0,21000
1553635383157,21001,false,,0,21001
1553635383157,21001,false,,0,21001
1553635383156,21003,false,,0,21003
1553635383156,21003,false,,0,21003
1553635383156,21003,false,,0,21003
1553635383158,21001,false,,0,21001
1553635383157,21002,false,,0,21002
1553635383159,21000,false,,0,21000
1553635383157,21003,false,,0,21003
1553635383159,21001,false,,0,21001
1553635383159,21001,false,,0,21001
1553635383158,21002,false,,0,21002
1553635383158,21002,false,,0,21002
1553635383158,21003,false,,0,21003
1553635383159,21002,false,,0,21002
1553635383158,21003,false,,0,21003
1553635383159,21002,false,,0,21002
1553635383158,21003,false,,0,21003
1553635383159,21002,false,,0,21002
1553635383158,21003,false,,0,21003
1553635383159,21003,false,,0,21003
1553635383159,21003,false,,0,21003
1553635383159,21003,false,,0,21003
1553635383161,21001,false,,0,21001
1553635383160,21002,false,,0,21002
1553635383161,21001,false,,0,21001
1553635383160,21002,false,,0,21002
1553635383161,21001,false,,0,21001
1553635383160,21002,false,,0,21002
1553635383160,21003,false,,0,21003
1553635383160,21003,false,,0,21003
1553635383162,21001,false,,0,21001
1553635383161,21002,false,,0,21002
1553635383162,21001,false,,0,21001
1553635383162,21001,false,,0,21001
1553635383161,21002,false,,0,21002
1553635383162,21002,false,,0,21001
1553635383161,21003,false,,0,21003
1553635383161,21003,false,,0,21003
1553635383161,21003,false,,0,21003
